timestamp,soc,screen_on,brightness_raw,cpu_load_raw,x_net,t_env
0.0,65.0,0.0,0.0,19.26104012051138,1658.6227166398737,298.15
1.0,64.99851824411928,0.0,0.0,21.525364625841014,1364.2535295703035,298.15
2.0,64.99703648823856,0.0,0.0,24.226348767260273,1188.005749614493,298.15
3.0,64.99555473235785,0.0,0.0,20.49931757933421,1704.08757025289,298.15
4.0,64.99407297647713,1.0,113.96698357143691,21.564967142193538,1635.3886162279575,298.15
5.0,64.99259122059641,0.0,0.0,21.368727901508556,1380.5054600577546,298.15
6.0,64.99110946471569,0.0,0.0,16.450579185097506,1756.6220623903582,298.15
7.0,64.98962770883497,1.0,126.11189409977601,21.51692340124272,1708.8932747341814,298.15
8.0,64.98814595295426,1.0,92.21490379508256,21.54027905418044,1624.3931123117711,298.15
9.0,64.98666419707354,1.0,82.9638909470437,18.939168929764406,1586.9403274315296,298.15
10.0,64.98518244119282,1.0,117.55440069874086,18.177943640966358,1636.1546977544012,298.15
11.0,64.9837006853121,1.0,92.16341439644007,21.82519226476996,1700.34388743766,298.15
12.0,64.98221892943138,0.0,0.0,23.87590758513811,1565.7650256650725,298.15
13.0,64.98073717355065,1.0,85.5778516982959,20.753668656399537,1866.281319115169,298.15
14.0,64.97925541766993,0.0,0.0,20.914494633918693,1796.2352597844401,298.15
15.0,64.97777366178921,0.0,0.0,25.238380290969094,1706.7417703818273,298.15
16.0,64.9762919059085,0.0,0.0,23.077915442488937,2002.3411227275976,298.15
17.0,64.97481015002778,0.0,0.0,19.800034656877866,1709.28575482844,298.15
18.0,64.97332839414706,0.0,0.0,20.699815825617847,2000.305984853243,298.15
19.0,64.97184663826634,0.0,0.0,25.424422908964452,1824.9430715070712,298.15
20.0,64.97036488238562,0.0,0.0,20.97283217676325,1907.5322088067026,298.15
21.0,64.9688831265049,0.0,0.0,21.275722090518222,1751.3864193710194,298.15
22.0,64.96740137062419,1.0,124.29588024974214,23.296194592566923,1538.260701582666,298.15
23.0,64.96591961474347,0.0,0.0,21.894847981695126,1902.550785619746,298.15
24.0,64.96443785886275,0.0,0.0,23.118249418377513,1664.0849081953188,298.15
25.0,64.96295610298203,1.0,89.16884371383154,22.96060249723849,1761.648796563528,298.15
26.0,64.96147434710132,0.0,0.0,22.357908925056275,1875.8569116391386,298.15
27.0,64.9599925912206,0.0,0.0,24.6140901315805,1778.791373366878,298.15
28.0,64.95851083533988,0.0,0.0,20.726511559589937,1880.4997485215256,298.15
29.0,64.95702907945916,1.0,104.54191442667108,23.041563120218584,1925.0119558601186,298.15
30.0,64.95554732357844,0.0,0.0,22.0105486323232,1683.3774462611223,298.15
31.0,64.95406556769773,0.0,0.0,25.650153598807048,1954.6678909652392,298.15
32.0,64.95258381181701,0.0,0.0,22.826612043004484,1828.983799635156,298.15
33.0,64.95110205593629,0.0,0.0,26.263279450896988,1770.1631722765057,298.15
34.0,64.94962030005557,0.0,0.0,22.59230201085639,1637.946422128778,298.15
35.0,64.94813854417485,0.0,0.0,23.52028281920358,1712.346651950214,298.15
36.0,64.94665678829413,0.0,0.0,25.16370321412397,1956.007319086533,298.15
37.0,64.94517503241342,1.0,90.03701231218206,21.96941062869657,1965.2462943653272,298.15
38.0,64.94369327653268,0.0,0.0,25.98692179496998,2042.6475885844864,298.15
39.0,64.94221152065197,1.0,128.85749843036925,23.686630345927764,2227.802044512818,298.15
40.0,64.94072976477125,0.0,0.0,24.374221451848847,2178.945167599799,298.15
41.0,64.93924800889053,0.0,0.0,24.658608107029185,2129.5122533217145,298.15
42.0,64.93776625300981,0.0,0.0,23.73087837536515,2162.256284657008,298.15
43.0,64.9362844971291,0.0,0.0,22.622790301962183,2015.082234276348,298.15
44.0,64.93480274124838,0.0,0.0,24.133420065929496,2015.553665778832,298.15
45.0,64.93332098536766,0.0,0.0,20.826999835629554,2224.4334249815543,298.15
46.0,64.93183922948694,0.0,0.0,22.00865781493935,2028.5196600450197,298.15
47.0,64.93035747360622,0.0,0.0,23.940441869853682,2033.4449272424074,298.15
48.0,64.9288757177255,0.0,0.0,26.697402995037177,2173.8684777402627,298.15
49.0,64.92739396184479,0.0,0.0,26.704142832773865,1958.2748942087471,298.15
50.0,64.92591220596407,1.0,122.97273148517829,25.897272993524894,1979.8210729437797,298.15
51.0,64.92443045008335,1.0,116.96087087332447,21.919040478380055,1795.553582598568,298.15
52.0,64.92294869420263,0.0,0.0,24.912238408595236,1929.6288343286835,298.15
53.0,64.92146693832191,0.0,0.0,23.10159035703695,1948.325034612197,298.15
54.0,64.9199851824412,1.0,103.07273612355947,24.416599107313317,1955.0656458801145,298.15
